,Dis No,Year,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Location,Origin,Latitude,Longitude,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths
1110,2002-0625-USA,2002,Climatological,Wildfire,Forest fire,,Oregon province,,,,2002,7,,2002,7,,
1111,2002-0312-USA,2002,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,Arizona province,,,,2002,4,,2002,4,,
1112,2002-0502-USA,2002,Biological,Epidemic,Viral disease,,"Alabama, district of Columbia, Illinois, Indiana, Louisiana, Mississippi, Texas, Florida, Massachusetts, Missouri, New York City, Ohio, Georgia, Kentucky, Maryland, Michigan, Nebraska, South Dacota, Tennessee, Texas, Virginia, Wisconsin",,,,2002,7,9,2002,11,26,214
1113,2002-0858-USA,2002,Biological,Epidemic,Viral disease,,"Alabama, California, Connecticut, Georgia, Hawaii, Illinois, Kansas, Maine, Massachusetts, Michigan, Missouri, Mississippi, Minnesota, New Jersey, New Mexico, North Carolina, New York, Pennsylvannia, Rhode Island, Texas, Utah, Virginia, Wisconsin",,,,2003,2,24,2003,7,13,
1114,2002-9853-USA,2002,Climatological,Drought,Drought,,"Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin provinces",,,,2002,7,,2002,8,,
1115,2002-0119-USA,2002,Meteorological,Storm,,,"Cleveland, Comanche, Creek, Garvin, Grady, Greer, Harmon, Jackson, Kiowa, Lincoln, McClain, Nowata, Pottawatomie, Rogers, Stephens, Tillman, Tulsa, Alfalfa, Beaver, Beckham, Blaine, Caddo, Canadian, Cimarron, Custer, Dewey, Ellis, Garfield, Grant, Harper, Kay, Kingfisher, Logan, Major, Noble, Oklahoma, Osage, Pawnee, Payne, Roger Mills, Texas, Washington, Washita, Woods, Woodward districts (Oklahoma province), Missouri, Kansas, New York, Indiana, Ohio provinces",,,,2002,1,30,2002,2,8,28
1116,2002-0667-USA,2002,Biological,Epidemic,,,,,,,2002,10,16,2002,10,16,
1117,2002-0793-USA,2002,Meteorological,Storm,,,"Marin, Los Angeles, Santa Cruz districts (California province), Oregon, Nevada provinces",,,,2002,12,19,2002,12,19,13
1118,2002-0880-USA,2002,Meteorological,Storm,,,"Fulton, Tioga, Broome, Oswego, Delaware, Dutchess districts (New York province), Wayne district (Pennsylvania province), Connecticut, Massachusetts, Michigan, New Hampshire, New Jersey, Ohio, Wisconsin provinces",,,,2002,5,30,2002,6,1,1
1138,2003-0085-USA,2003,Meteorological,Storm,Convective storm,Winter storm/Blizzard,"Delaware, Kentucky, Massachusetts, Maryland, North Carolina, New Hampshire, New Jersey, New York, District of Columbia, Ohio, Pennsylvania, Rhode Island, Tennessee, Virginia, Vermont, West Virginia, Illinois, Missouri, Iowa, Nebraska, Connecticut provinces",,,,2003,2,14,2003,2,18,44
1213,2003-0595-USA,2003,Meteorological,Storm,,,"West Virginia, Tennessee, Kentucky, Pennsylvania, North Carolina, Virginia provinces",,,,2003,11,20,2003,11,20,8
1214,2003-0139-USA,2003,Meteorological,Storm,Convective storm,Tornado,"Mitchell, Worth districts (Georgia province), Jackson district (Alabama province) North Carolina, South Carolina, Tennessee provinces",,,,2003,3,18,2003,3,20,6
1216,2003-0829-USA,2003,Meteorological,Storm,,,"Alabama, Illinois, Indiana, Louisiana, Michigan, Missouri, Mississippi, New York, Tennessee,Texas, Pennsylvania, Nebraska, Wisconsin provinces",,,,2003,4,4,2003,4,8,13
1221,2003-0334-USA,2003,Hydrological,Flood,Riverine flood,,"Allen, Carroll, Adams, Cass, Howard, Tipton, Wells, Miami, Boone, Jennings, Clay, Tippecanoe, Huntington, Decatur districts (Indiana province), Allen, Auglaize, Van Wert, Darke, Mercer, Miami districts (Ohio province), Mercer, Shelby, Logan, Hamilton, Winnebago districts (Illinois province)",Heavy rains,,,2003,7,5,2003,7,21,3
1223,2003-0468-USA,2003,Meteorological,Storm,Tropical cyclone,,"North Carolina, Maryland, Virginia, West Virginia, Delaware, Pennsylvania, New Jersey, District of Columbia provinces",,,,2003,9,18,2003,9,22,16
1224,2003-0782-USA,2003,Meteorological,Storm,Tropical cyclone,,"Orleans, St. John the Baptist, Terrebonne, St. Tammany, Tangipahoa districts (Louisiana province), Hancock, Harrison, Jackson, Pike, Walthall districts (Mississippi province), Bay district (Florida province), Mobile, Baldwin, Lee districts (Alabama province), Sumter, Bulloch, Fulton, DeKalb, Cobb, Clayton, Gwinnett districts (Georgia province), Wake district (North Carolina province)",,,,2003,6,30,2003,6,30,4
1225,2003-0741-USA,2003,Meteorological,Storm,,,"Morgan, Leslie, Breathitt, Menifee districts (Kentucky province), Wayne, Cabell, Kanawha, Lincoln, Mingo districts (West Virginia province), Dickenson, Tazewell, Wise, Buchanan districts (Virginia province), Alabama, Connecticut, Delaware, Florida, Georgia, Massachusetts, Maryland, North Carolina, New Hampshire, New Jersey, New York, Pennsylvania, Rhode Island, South Carolina, Tennessee, Vermont provinces",Rain and snow,,,2003,2,15,2003,2,23,4
1227,2003-0147-USA,2003,Meteorological,Storm,Convective storm,Winter storm/Blizzard,"Denver, Boulder districts (Colorado province), Wyoming province",,,,2003,3,20,2003,3,20,3
1228,2003-0618-USA,2003,Meteorological,Storm,Convective storm,Winter storm/Blizzard,"Pennsylvania, Connecticut, New York, New Jersey, Vermont, Virginia, Massachusetts, Rhode Island provinces",,,,2003,12,6,2003,12,7,13
1237,2003-0210-USA,2003,Meteorological,Storm,Convective storm,Tornado,"Colbert, Lauderdale, Limestone, Madison, Jackson, Dekalb, Lamar, Walker,St Clair, Talladega, Shelby, Clay districts (Alabama province), Mississippi, Craighead, White, Woodruff, Cross districts (Arkansas province), Adams, Weld, Morgan districts (Colorado province), Cherokee, Franklin, Madison, Elbert, Hart, Heard, Coweta districts (Georgia province), Marion, Mahaska, Lee, Van Buren, Jefferson, Henry, Louisa districts (Iowa province), Adams, Hancock, Mc Donough, Bureau, Henry, Brown, Mason, Fulton, Pope, Schuyler, Sangamon, Pulaski, Massac, Alexander, Jasper, Mercer, Warren, Tazewell districts (Illinois province), Perry, Kosciuscko, Putnam districts (Indiana province), Crawford, Wyandotte, Leavenworth, Neosho, Labette, Cherokee, Butler, Greenwood, Osage, Woodson, Allen, Douglas, Anderson, Linn, Marion districts (Kansas province), Calloway, Webster,Daviess, Mason, Lewis, Union, Henderson, Pulaski districts (Kentucky province), Lawrence, Cass, Platte, Clay, Jackson- Kansas city, Greene, Christian, Camden, Lewis, Barton, Cedar, Polk, Hickory, Dallas, Jasper, Johnson, Newton, Dade, Pettis, Dunklin, Pemiscot, Putnam, Scott, Knox, Scotland, Clark, Macon, Shelby, Mercer, Lafayette, Saline, Cape Girardeau, Bollinger, Pulaski districts (Missouri province), Marshall, Benton, Tippah, Alcorn, Newton, Scott, Chickasaw, Monroe, Lee, Itawamba, Madison, Sunflower districts (Mississippi province), Washington, Vance, Chowan, Bertie, Hertford, Northamton districts (North Carolina province), Saunders district (Nebraska province), Okhlaoma, Moore-Cleveland, Ottawa, Stephens, Creek, Lincoln, Canadian, Caddo, Osage, Noble, Le Flore, Marshall, Love, Jefferson districts (Okhahoma province), Aiken, Abbeville, Williamsburg districts (South Carolina province), Perkins, Todd didstricts (South Dakota province), Dyer, Madison, Hamilton-Chattanooga, Gibson, Weakley, Henry, Stewart, Henderson, Carroll, Montgomery, Robertson, Williamson, Davidson, Cannon, Lincoln, Lawrence, Hardin, McNairy districts (Tennessee province), ood, Upshur, Harrison, Marion districts (Texas province)",,,,2003,5,4,2003,5,10,45
1238,2003-0413-USA,2003,Meteorological,Storm,Convective storm,Tornado,Palm Beach district (Florida province),,,,2003,8,8,2003,8,8,
1239,2003-0780-USA,2003,Meteorological,Storm,Convective storm,Tornado,"Mason, Tazewell, Logan, Will, De Witt districts (Illinois province)",,,,2003,5,30,2003,5,30,
1240,2003-0623-USA,2003,Geophysical,Earthquake,Ground movement,,"Paso Robles, Templeton, Atascadero, Cambria, Morro Bay, Oceano villages (San Luis Obispo district, California province)",,35.7005,-121.1005,2003,12,22,2003,12,22,2
1241,2003-0663-USA,2003,Hydrological,Flood,Flash flood,,Los Angeles district (California province),Brief torrential rain,,,2003,11,12,2003,11,13,18
1242,2003-0511-USA,2003,Hydrological,Flood,Riverine flood,,"Snohomish, Mason, Grays Harbor, Jefferson, Clallam, Skagit, Whatcom districts (Washington province)",Heavy rains,,,2003,10,17,2003,10,26,
1243,2003-0756-USA,2003,Hydrological,Flood,Riverine flood,,"Tennessee, Alabama, Georgia provinces",Heavy rains,,,2003,5,6,2003,5,14,3
1244,2003-0827-USA,2003,Meteorological,Storm,Convective storm,,"Beaumont, Port Arthur areas (Jefferson district, Texas province), Sugar Land area (Fort Bend district, Texas province), Smith district (Mississipi province), Dallas, Harris districts (Texas province), Los Angeles district (California province), Alabama, Arkansas, Florida, Georgia, Louisiana, Maryland, Missouri, North Carolina, Oklahoma, South Carolina, Tennesse, Virginia, West Virginia provinces",,,,2003,12,15,2003,12,16,2
1245,2003-0299-USA,2003,Climatological,Wildfire,Forest fire,,"Summerhaven area (Pima district, Arizona province), Lemmon mount (Pima district, Arizona province)",,,,2003,6,17,2003,6,20,
1246,2003-0518-USA,2003,Climatological,Wildfire,Forest fire,,"Fontana, Rancho Cucamonga areas (San Bernardino district, California province)",,,,2003,10,25,2003,11,4,14
1247,2003-0786-USA,2003,Climatological,Wildfire,Forest fire,,San Bernardino district (California province),,,,2003,10,21,2003,11,4,4
1248,2003-0633-USA,2003,Hydrological,Landslide,Mudslide,,San Bernardino district (California province),Heavy rains,,,2003,12,25,2003,12,26,15
1250,2004-0249-USA,2004,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,"Geneva, Jefferson, Lauderdale, Limestone, Madison districts (Alabama province), Cross, Mississippi, Nevada districts (Arkansas province), Crawford, Jefferson, Logan, Perry, Washington districts (Illinois province), Clark, Crawford, Hamilton, Hancock, Hendricks, Jackson, Madison, Marion, Monroe, Morgan, Miami, Owen, Tippecanoe, Vanderburgh, Warrick, Washington districts (Indiana province), Buchanan, Lee, Iowa districts (Iowa province), Cloud, Harper, Marshall, Republic, Sumner districts (Kansas province), Henry, Hopkins, Jefferson, Knox, Muhlenberg, McCracken, Webster districts (Kentucky province), St. Clair district (Michigan province), Tippah district (Mississippi province), Buchanan, Clinton, DeKalb, Daviess, Harrison, Laclede, Platte, St. Louis districts (Missouri province), Holt, Lincoln districts (Nebraska province), Adams district (Ohio province), Blaine, Canadian, Creek, Custer, Kingfisher, Mayes, Oklahoma, Tulsa, Wagoner districts (Oklahoma province), Brown, Edmunds, Clay districts (South Dakota province), Bedford, Bradley, Lincoln, Franklin, Giles, Grundy, Hardin, Moore districts (Tennessee province), Cottle, Houston, Tarrant districts (Texas province), Boone, Braxton, Cabell, Jackson, Kanawha, Lewis, Logan, Mason, Morgan, Mingo, Putnam, Upshur, Wayne, Wood, Wyoming districts (West Virginia province), Louisiana province",,,,2004,5,29,2004,6,2,10
1252,2004-0348-USA,2004,Climatological,Wildfire,Forest fire,,"Carson City district (Nevada province), Los Angeles district (California province)",,,,2004,7,12,2004,7,16,
1253,2004-0462-USA,2004,Meteorological,Storm,Tropical cyclone,,"Alabama, Louisiana, Mississippi, Florida, Pennsylvania, Maryland, New Jersey, Ohio, North Carolina, West Virginia, Georgia, Tennessee provinces",,,,2004,9,15,2004,9,16,52
1254,2004-0245-USA,2004,Meteorological,Storm,Convective storm,Hail,"Morgan, Sangamon, Scott districts (Illinois province), Clark, Floyd, Washington districts (Indiana province), Adair, Appanoose, Benton, Clay, Dallas, Grundy, Humboldt, Jones, Linn, Marshall, Pocahontas, Story, Warren districts (Iowa province), Jackson, Linn, Shawnee, Republic districts (Kansas province), Estill, Fayette, Henderson, Henry, Magoffin, Martin, Powell, Pulaski districts (Kentucky province), Washington district (Maryland province), Sanilac, St. Clair, Tuscola districts (Michigan province), Gentry, Holt, Linn, Livingston, Macon, St. Clair districts (Missouri province), Adams, Cass, Clay, Custer, Franklin, Fillmore, Furnas, Gage, Harlan, Jefferson, Lancaster, Nuckolls, Otoe, Saline, Thayer, Webster, York districts (Nebraska province), Broome, Delaware districts (New York province), Athens, Brown, Fayette, Perry, Ross districts (Ohio province), Caddo, Noble, Osage, Pawnee, Tillman districts (Oklahoma province), Crawford district (Pennsylvania province), Hawkins district (Tennessee province), Nolan, Taylor, Val Verde districts (Texas province), Lancaster, Lee, Loudoun, Scott districts (Virginia province), Berkeley district (West Virginia province), Manitowoc, Dane, Columbia districts (Wisconsin province), North Carolina, South Carolina provinces",,,,2004,5,21,2004,5,27,5
1256,2004-0031-USA,2004,Meteorological,Storm,Convective storm,Winter storm/Blizzard,"North Carolina, South Carolina, Iowa, Missouri, Ohio, Maryland, Nebraska, New York, Virginia, Minnesota, Indiana, Illinois, Pennsylvania, Oklahoma, Georgia, Kansas, New Jersey, West Virginia, Maine provinces",,,,2004,1,15,2004,1,29,56
1257,2004-0121-USA,2004,Meteorological,Storm,Convective storm,Tornado,"Arkansas, Louisiana, North Carolina, Oklahoma, South Carolina, Texas, Virginia, Kansas, Missouri, Mississippi provinces",,,,2004,3,4,2004,3,7,9
1262,2004-0731-USA,2004,Meteorological,Storm,Convective storm,Hail,"Arkansas, Illinois, Iowa, Indiana, Missouri, Oklahoma provinces",,,,2004,3,20,2004,3,21,9
1264,2004-0455-USA,2004,Meteorological,Storm,Tropical cyclone,,"Martin, Palm Beach districts (Florida province), North Carolina, South Carolina, Ohio provinces",,,,2004,9,5,2004,9,5,47
1266,2004-0196-USA,2004,Climatological,Wildfire,Forest fire,,"Los Angeles, Riverside, San Diego, Santa Barbara districts (California province)",,,,2004,5,2,2004,5,4,
1270,2004-0338-USA,2004,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,"Milam, Guadalupe, Bexar districts (Texas province), Eagle district (Colorado province), Mississippi province, Richland district (South Carolina province), Franklinton city (Washington district, Louisiana province), Bufford city (Gwinnett district, Georgia province)",,,,2004,6,28,2004,6,28,4
1271,2004-0448-USA,2004,Meteorological,Storm,Tropical cyclone,,"Richmond, Lynchburg, Chesterfield districts (Virginia province), South Carolina, North Carolina provinces",,,,2004,8,29,2004,8,30,7
1272,2004-0415-USA,2004,Meteorological,Storm,Tropical cyclone,,"Bay, Calhoun, Escambia, Franklin, Gadsden, Gulf, Holmes, Jackson, Jefferson, Leon, Liberty, Madison, Okaloosa, Santa Rosa, Taylor, Wakulla, Walton, Washington districts (Florida province), South Carolina, North Carolina provinces",,,,2004,8,13,2004,8,13,10
1286,2004-0502-USA,2004,Meteorological,Storm,Convective storm,Tornado,Caroline district (Virginia province),,,,2004,9,8,2004,9,8,
1287,2004-0146-USA,2004,Hydrological,Flood,Riverine flood,,"Antigo area (Langlade district, Wisconsin province), Pembina, Walsh districts (North Dakota province)","Melting sow, heavy rain",,,2004,3,28,2004,4,11,
1288,2004-0248-USA,2004,Hydrological,Flood,Riverine flood,,"Wayne, Oakland, Macomb, Livingston districts (Michigan province)",,,,2004,5,28,2004,5,28,
1289,2004-0572-USA,2004,Hydrological,Flood,Riverine flood,,"Manoa Valley area (Honolulu district, Hawaii province)",Heavy rains,,,2004,10,30,2004,10,30,
1290,2004-0675-USA,2004,Hydrological,Flood,Riverine flood,,"Pennsylvania, New Jersey provinces",,,,2004,7,12,2004,7,14,1
1291,2004-0473-USA,2004,Meteorological,Storm,Tropical cyclone,,Florida province,,,,2004,9,25,2004,9,26,6
1292,2004-0740-USA,2004,Meteorological,Extreme temperature,Cold wave,,"Connecticut, Delaware, Maryland, Maine, New Hampshire, New Jersey, New York, Pennsylvania, Rhode Island, Vermont provinces",,,,2004,1,9,2004,1,12,3
1293,2004-0446-USA,2004,Climatological,Wildfire,Forest fire,,"Shasta Lake area (Shasta districts, California province)",,,,2004,8,13,2004,8,14,
1297,2005-0103-USA,2005,Hydrological,Flood,Riverine flood,,Los Angeles district (California province),Heavy rains,,,2005,2,17,2005,2,23,9
1299,2005-0015-USA,2005,Hydrological,Flood,Riverine flood,,"La Conchita area (Ventura district, California province), Malibu area (Los Angeles district, California province), Sacramento district (California province), Arizona, Ohio provinces","Heavy rain, heavy snow",,,2005,1,7,2005,1,11,28
1301,2005-0029-USA,2005,Meteorological,Storm,Convective storm,Winter storm/Blizzard,"New York, Connecticut, Wisconsin, Ohio, Maryland, Massachusetts, Iowa provinces",,,,2005,1,22,2005,1,24,20
1302,2005-0219-USA,2005,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,Rankin district (Mississippi province),,,,2005,4,6,2005,4,8,
1303,2005-0203-USA,2005,Hydrological,Flood,Riverine flood,,"New Jersey, Pennsylvania, New York, Maine provinces","Heavy rains, snowmelt",,,2005,4,1,2005,4,6,2
1394,2005-0467-USA,2005,Meteorological,Storm,Tropical cyclone,,"Mobile, Bayou La Batre, Dauphin Island, Coden areas (Mobile district, Alabama province), New Orleans city (Orleans district, Louisiana province), Slidell area (St. Tammany district, Louisiana province), St. Bernard district (Louisiana province), Biloxi, Gulfport cities (Harrison district, Mississippi province), Pascagoula city (Jackson district, Mississippi province), Waveland, Bay St. Louis cities (Hancock district, Mississippi province), Georgia, Florida provinces",,,,2005,8,29,2005,9,19,1833
1395,2005-0716-USA,2005,Hydrological,Flood,Riverine flood,,"Reno area (Washoe district, Nevada province), Truckee area (Nevada district, California province), Napa, Sonoma, Mendocino, Marin, Solano, Los Angeles districts (California), Carson City district (Nevada province)",Storm,,,2005,12,31,2006,1,18,3
1396,2005-0585-USA,2005,Meteorological,Storm,Tropical cyclone,,"Florida Keys, Naples areas (Collier district, Florida province)",,,,2005,10,24,2005,10,24,4
1406,2005-0286-USA,2005,Hydrological,Flood,Flash flood,,Idaho province,,,,2005,5,6,2005,5,8,
1407,2005-0583-USA,2005,Hydrological,Flood,Riverine flood,,"Keene, Alstead, Stoddard, Unity, Hinsdale, Walpole areas (Cheshire district, New Hampshire), Brattleboro, Guilford areas (Windham district, Vermont province), Pittsfield area (Berkshire district, Massachusetts province), Greenfield area (Franklin district, Massachusetts province), Northbridge, Worcester, Southbridge areas (Worcester district, Massachusetts), Spring Lake area (Monmouth district, New Jersey province), Wayne, Little Falls, Pompton Lakes areas (Passaic district, New Jersey province), Oakland, Lodi, Westwood areas (Bergen district, New Jersey province), Bound Brook area (Somerset district, New Jersey province), Tolland, Windham, Hartford districts (Connecticut province)",Heavy rain,,,2005,10,8,2005,10,16,11
1410,2005-0547-USA,2005,Meteorological,Storm,Tropical cyclone,,"Louisiana, Texas, Mississippi provinces",,,,2005,9,23,2005,10,1,10
1417,2005-0530-USA,2005,Meteorological,Storm,Convective storm,Tornado,Wisconsin province,,,,2005,8,18,2005,8,18,
1418,2005-0682-USA,2005,Meteorological,Storm,Convective storm,Winter storm/Blizzard,"Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut, New York, New Jersey, Pennsylvania, Idaho, Michigan, Minnesota, Montana, North Dakota, Oregon, South Dakota, Washington, Wisconsin, Wyoming provinces",,,,2005,12,8,2005,12,9,10
1419,2005-0351-USA,2005,Meteorological,Storm,Tropical cyclone,,"Florida, Georgia provinces",,,,2005,7,10,2005,7,10,5
1420,2005-0687-USA,2005,Meteorological,Extreme temperature,Heat wave,,"Arizona, Nevada, Oklahoma, Utah, Missouri, Kentucky, Ohio, Mississippi provinces",,,,2005,7,4,2005,7,30,33
1421,2005-0724-USA,2005,Climatological,Wildfire,Forest fire,,"Texas, Oklahoma provinces",,,,2005,12,27,2006,1,4,5
1425,2006-0180-USA,2006,Hydrological,Flood,Riverine flood,,"Amador, Calaveras, Fresno, Merced, San Joaquin, San Mateo, Stanislau districts (California province)",Heavy rains,37.69,-99.99,2006,4,4,2006,4,17,1
1426,2006-0182-USA,2006,Hydrological,Flood,Riverine flood,,Kauai district (Hawaii province),Heavy rain,22.15,-99.99,2006,3,14,2006,3,23,7
1429,2006-0704-USA,2006,Geophysical,Earthquake,Ground movement,,Hawai province,,19.878,-155.935,2006,10,15,2006,10,15,
1432,2006-0341-USA,2006,Hydrological,Flood,Riverine flood,,"Maryland, Pennsylvania, New York, Delaware, Virginia, New Jersey provinces","Heavy rain, thunderstoms",40.41,-75.78,2006,6,25,2006,7,1,11
1433,2006-0161-USA,2006,Meteorological,Storm,Convective storm,Hail,"Tennessee, Illinois, Arkansas, Indiana, Oklahoma, Missouri, Kentucky, Iowa provinces",,,,2006,4,2,2006,4,3,28
1434,2006-0171-USA,2006,Meteorological,Storm,Convective storm,Hail,"Sumner, Warren districts (Tennessee province), Alabama, Georgia, Indiana, Kansas, Kentucky, Ohio provinces",,,,2006,4,6,2006,4,8,12
1435,2006-0257-USA,2006,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,"Tarrant, Bexar districts (Texas province)",,,,2006,5,1,2006,5,7,1
1437,2006-0260-USA,2006,Hydrological,Flood,Riverine flood,,"New Hampshire, Maine, Massachusetts provinces",Heavy rains,43.16,-70.79,2006,5,11,2006,5,22,2
1438,2006-0546-USA,2006,Hydrological,Flood,Riverine flood,,"Mercer, Jessamine, Franklin, Calloway, Montgomery districts (Kentucky province), Sharp, Clay, Fulton, Randolph, Lawrence districts (Arkansas province), Obion district (Tennessee province), Missouri, Indiana, Illinois provinces",Heavy rain,37.21,-87.62,2006,9,22,2006,9,26,14
1439,2006-0743-USA,2006,Meteorological,Storm,,,"Illinois, Indiana, Kentucky, Missouri, New York, Ohio, Pennsylvania, Tennessee provinces",,,,2006,11,30,2006,12,3,11
1441,2006-0128-USA,2006,Meteorological,Storm,Convective storm,Tornado,"Missouri, Arkansas, Illinois, Indiana, Kansas, Oklahoma provinces",,,,2006,3,11,2006,3,13,10
1442,2006-0595-USA,2006,Meteorological,Storm,Convective storm,Tornado,"North Carolina, Alabama, Arizona, Arkansas, Louisiana, Maryland, Mississippi, Pennsylvania, South Dakota, Texas provinces",,,,2006,11,15,2006,11,16,12
1443,2006-0642-USA,2006,Meteorological,Storm,Convective storm,Winter storm/Blizzard,"Erie, Niagara, Genesee, Orleans districts (New York province)",,,,2006,10,12,2006,10,14,3
1444,2006-0466-USA,2006,Meteorological,Storm,Tropical cyclone,,"South Carolina, North Carolina, Virginia provinces",,34.74,-77.87,2006,8,2,2006,9,7,6
1454,2006-0706-USA,2006,Meteorological,Storm,Convective storm,Tornado,"Daytona beach (Volusia district, Florida province)",,,,2006,12,25,2006,12,25,
1455,2006-0707-USA,2006,Meteorological,Storm,Convective storm,Winter storm/Blizzard,Colorado provinces,,,,2006,12,21,2006,12,21,
1456,2006-0718-USA,2006,Meteorological,Storm,Convective storm,Winter storm/Blizzard,Kansas province,,,,2006,12,27,2006,12,31,
1457,2006-0344-USA,2006,Hydrological,Flood,Riverine flood,,"Huron, Erie, Crawford, Lucas, Sandusky districts (Ohio province)",Severe storms,41.41,-86.91,2006,6,22,2006,6,25,2
1458,2006-0413-USA,2006,Hydrological,Flood,Riverine flood,,El Paso district (Texas province),Heavy rain,31.76,-106.39,2006,7,27,2006,8,7,
1459,2006-0418-USA,2006,Hydrological,Flood,Riverine flood,,Lake district (Ohio province),Heavy rain,41.52,-81.09,2006,7,27,2006,7,30,1
1460,2006-0461-USA,2006,Hydrological,Flood,Riverine flood,,Alaska province,Heavy rain,62.45,-99.99,2006,8,19,2006,8,24,
1461,2006-0566-USA,2006,Hydrological,Flood,Riverine flood,,"Prince William Sound area (Valdez-Cordova district, Alaska province)",Heavy rain,60.88,-145.99,2006,10,9,2006,10,14,
1462,2006-0598-USA,2006,Hydrological,Flood,Riverine flood,,"Washington, Oregon provinces",Heavy rains,47.86,-122.15,2006,11,5,2006,11,10,2
1463,2006-0387-USA,2006,Meteorological,Extreme temperature,Heat wave,,"Modesto city (Stanislaus district, California province)",,,,2006,7,14,2006,8,15,164
1464,2006-0427-USA,2006,Meteorological,Extreme temperature,Heat wave,,New York province,,,,2006,7,30,2006,8,6,24
1465,2006-0576-USA,2006,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,"Riverside, Palm Springs cities (Riverside district, California province), San Diego district (California province)",,,,2006,10,26,2006,10,27,4
1466,2006-0662-USA,2006,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,Ventura district (California province),,,,2006,12,3,2006,12,6,
1467,2006-0374-USA,2006,Climatological,Wildfire,,,California province,,,,2006,7,9,2006,7,14,1
1468,2006-0744-USA,2006,Meteorological,Storm,,,"Oregon, Washington provinces",,,,2006,12,14,2006,12,15,10
1470,2007-0026-USA,2007,Meteorological,Storm,,,"California, Texas, Georgia, South Carolina, Oklahoma, Missouri, Iowa, Michigan, New York, Maine, Kansas, Illinois provinces",,,,2007,1,12,2007,1,17,65
1475,2007-0066-USA,2007,Meteorological,Storm,Convective storm,Winter storm/Blizzard,"New York, Vermont, New Jersey, Ohio, Pennsylvania provinces",,,,2007,2,14,2007,2,15,16
1476,2007-0156-USA,2007,Meteorological,Storm,Convective storm,Tornado,Texas province,,,,2007,4,24,2007,4,26,10
1481,2007-0048-USA,2007,Meteorological,Storm,Convective storm,Tornado,"Volusia, Lake, Sumter, Seminole districts (Florida province)",,,,2007,2,2,2007,2,2,20
1482,2007-0083-USA,2007,Meteorological,Storm,Convective storm,Tornado,"Alabama, Missouri, Georgia, Minnesota provinces",,,,2007,3,1,2007,3,2,20
1483,2007-0041-USA,2007,Hydrological,Flood,Riverine flood,,"Indiana, Arkansas, Texas, Ohio, Missouri provinces",Heavy rains,34.88,-90.07,2007,1,15,2007,1,25,24
1629,2007-0383-USA,2007,Hydrological,Flood,Riverine flood,,"Illinois, Colorado, Michigan, Minnesota, Wisconsin, Ohio, Oklahoma, North Dakota provinces",Heavy rains,36.86,-94.64,2007,8,16,2007,8,27,26
1630,2007-0581-USA,2007,Meteorological,Storm,,,"Washington, Oregon provinces",,47.09,-122.91,2007,12,3,2007,12,7,17
1631,2007-0662-USA,2007,Meteorological,Storm,Convective storm,Tornado,"Colorado, Iowa, Kansas, Minnesota, Missouri, Nebraska, Oklahoma, South Dakota provinces",,,,2007,5,4,2007,5,8,12
1632,2007-0663-USA,2007,Meteorological,Storm,,,"Texas, Delaware, Connecticut, Georgia, Louisiana, Massachusetts, Maine, Maryland, Mississippi, New Hampshire, New Jersey, New York, North Carolina, Pennsylvania, Rhode Island, South Carolina, Vermont, Virginia provinces",,,,2007,4,13,2007,4,17,23
1633,2007-0244-USA,2007,Hydrological,Flood,Riverine flood,,"Wichita Falls area (Wichita district, Texas province), Georgetown areas (Williamson district, Texas province), Burnet, Marble Falls, Granite Shoals areas (Burnet district, Texas province), Granbury area (Hood district, Texas province), Lampasas, Parker, Eastland districts (Texas province), Miami, Commerce areas (Ottawa district, Oklahoma province), Shawnee, Tecumseh, Maud areas (Pottawatomie district, Oklahoma province), Oklahoma city (Oklahoma district, Oklahoma province), Waurika area (Jefferson district, Oklahoma province), Bartlesville, Dewey areas (Washington district, Oklahoma province), Love, Lincoln districts (Oklahoma province), Coffeyville area (Montgomery district, Kansas province), Osawatomie area (Miami district, Kansas province), Allen, Labette, Neosho, Wilson, Woodson districts (Kansas province), Rockville, Papinville areas (Bates district, Missouri province), Vernon district (Missouri province)",Heavy rain,32.84,-97.17,2007,6,26,2007,7,6,8
1634,2007-0690-USA,2007,Meteorological,Storm,,,"Iowa, Kansas, Minnesota, Texas, Wisconsin provinces",,,,2007,5,21,2007,5,25,5
1635,2007-0251-USA,2007,Hydrological,Flood,Flash flood,,New York province,Brief torrential rain,42.23,-74.95,2007,6,19,2007,6,20,4
1636,2007-0519-USA,2007,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,"Los Angeles, Orange, Riverside, San Bernardino, San Diego, Santa Barbara, Ventura districts (California province)",,,,2007,10,21,2007,10,24,8
